ID;CreatedAt;CreatedBy;modifiedAt;modifiedBy;ExtRef;IntRef;TrType;BitRef;EndorsementRef;PremiumId;Installment;Status
72ccbc3b-5f3b-416f-943a-a8bd6228e1b9;;;;;"11000069524145279";"11000069524145279-001";"DP";"202403211209570176";"";"4145296";"1";"0"
